POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
509,2020-10-04,3,C,0,0,0,2,0,1,0,1,1,3,4,1,7,3,2,4,6,3,2,1,3,2,1,0,47,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.0,90838.0
520,2020-10-04,3,C,1,1,0,1,0,1,1,2,1,4,3,4,6,2,4,5,3,1,1,1,3,1,0,0,46,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28
525,2020-10-04,3,C,0,0,0,0,0,0,2,2,0,1,0,0,0,2,1,3,0,2,1,0,1,0,0,1,16,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2020-10-04,3,C,1,0,1,1,4,1,1,3,0,6,5,10,6,7,11,9,6,13,6,8,4,3,4,4,114,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2020-10-04,3,C,3,0,0,0,0,1,0,1,1,3,3,4,3,0,0,0,1,2,0,0,3,3,1,0,29,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
610,2020-10-04,3,C,0,0,2,1,2,2,2,6,3,4,5,9,4,7,6,5,11,4,8,6,4,1,6,3,101,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2020-10-04,3,C,1,0,0,0,0,1,1,1,2,1,2,2,0,3,2,2,1,1,4,1,1,2,0,0,28,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
710,2020-10-04,3,C,0,1,3,4,3,4,5,7,3,2,7,6,8,8,5,8,5,3,10,8,5,5,8,2,120,ETTELBRUCK CONT.,B7,Friedhaff <-> Ettelbruck deux sens ,Friedhaff,Ettelbruck,75172.06,100627.21
711,2020-10-04,3,C,3,0,1,1,0,0,1,0,2,3,5,3,7,4,4,4,7,3,4,2,0,0,0,0,54,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695
712,2020-10-04,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,7,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555
716,2020-10-04,3,C,3,0,0,0,1,0,1,2,5,6,9,7,9,6,8,9,7,7,9,5,7,3,3,2,109,ETTELBRUCK,N7,Ettelbruck <-> Diekirch deux sens ,Ettelbruck,Diekirch,76330.8,101746.24
724,2020-10-04,3,C,0,1,1,1,0,0,1,1,0,2,4,2,1,3,4,5,2,2,4,3,1,1,0,0,39,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2020-10-04,3,C,0,0,0,0,0,0,2,2,0,2,0,1,1,2,1,3,1,2,0,4,4,2,3,1,31,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2020-10-04,3,C,0,0,0,0,1,1,1,1,1,0,3,4,1,1,1,2,2,1,2,5,3,2,2,1,35,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2020-10-04,3,C,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,1,3,0,0,2,1,1,0,0,15,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2020-10-04,3,C,0,0,1,0,0,2,1,0,1,0,2,1,2,4,2,1,2,4,2,4,0,1,1,0,31,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,64934.914,91119.266
813,2020-10-04,3,C,0,0,1,0,0,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,0,17,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,65143.75,91246.97
816,2020-10-04,3,C,0,0,0,0,0,1,0,1,1,0,3,1,3,4,2,1,3,7,1,5,0,0,0,0,33,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45
818,2020-10-04,3,C,0,0,0,0,0,1,0,0,1,0,1,1,1,4,1,1,1,1,0,4,1,3,0,0,21,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,68143.06,87308.63
820,2020-10-04,3,C,0,0,0,0,0,1,0,2,2,0,2,1,1,3,0,2,5,1,2,3,1,3,0,0,29,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33
822,2020-10-04,3,C,0,0,0,0,0,1,0,0,0,2,1,1,2,0,0,1,2,2,1,2,0,0,1,0,16,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2020-10-04,3,C,0,0,0,0,0,2,0,4,3,6,4,3,2,3,2,2,3,2,3,3,1,1,0,0,44,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
905,2020-10-04,3,C,2,0,0,0,0,4,5,6,8,5,8,12,7,8,11,8,9,8,12,5,6,4,4,2,134,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555
908,2020-10-04,3,C,5,0,0,1,1,4,5,4,5,5,5,5,6,8,8,6,10,6,3,5,4,2,4,2,104,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
909,2020-10-04,3,C,1,1,0,1,0,1,4,3,2,2,2,4,5,5,3,4,2,3,4,4,4,2,3,3,63,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043
926,2020-10-04,3,C,2,0,0,0,1,2,4,5,6,8,6,10,7,11,6,6,6,12,3,4,3,6,2,4,114,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66852.0,62961.0
927,2020-10-04,3,C,1,0,0,0,0,0,0,2,2,2,3,5,1,2,3,3,2,16,1,1,1,0,1,1,47,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
928,2020-10-04,3,C,0,0,1,0,0,2,3,4,4,3,2,2,4,3,3,7,2,2,4,4,3,3,3,3,62,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49
939,2020-10-04,3,C,2,0,2,1,2,2,4,8,5,12,8,15,10,9,12,20,9,10,13,11,7,3,6,5,176,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2020-10-04,3,C,0,1,0,0,0,2,1,0,0,4,0,0,0,2,0,2,0,0,0,0,0,1,1,1,15,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2020-10-04,3,C,3,0,0,0,0,0,0,1,1,3,2,1,1,1,0,4,2,2,4,3,0,0,3,1,32,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
943,2020-10-04,3,C,1,0,0,0,0,0,3,3,2,2,0,3,5,2,2,2,3,1,2,5,1,1,0,0,38,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12
944,2020-10-04,3,C,3,0,0,0,0,0,0,0,0,3,3,2,2,0,0,2,0,0,0,0,0,0,1,0,16,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
946,2020-10-04,3,C,1,0,2,1,0,3,6,2,1,8,2,11,4,8,10,6,6,7,11,7,7,2,4,5,114,FISCHBACH,N7,Heinerscheid <-> Marbourg deux sens ,Heinerscheid,Marbourg,72984.695,126355.57
947,2020-10-04,3,C,1,0,0,0,0,1,1,0,0,4,3,5,6,4,3,1,3,5,1,2,0,4,0,1,45,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02
1111,2020-10-04,3,C,0,1,0,0,2,1,1,2,3,2,3,6,3,3,5,3,5,2,3,5,3,3,0,1,57,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2020-10-04,3,C,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,8,0,2,1,1,0,0,0,0,19,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2020-10-04,3,C,1,0,1,1,0,2,3,3,3,2,10,3,2,3,2,4,9,4,3,6,2,2,1,0,67,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2020-10-04,3,C,1,0,0,0,0,5,5,4,7,7,9,13,9,11,7,5,27,7,18,7,5,4,7,5,163,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2020-10-04,3,C,2,1,0,0,1,1,2,3,2,4,2,3,2,2,2,4,2,3,2,2,3,1,1,0,45,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2020-10-04,3,C,1,0,0,1,0,0,2,5,5,7,6,4,7,6,4,4,6,8,6,6,6,7,1,4,96,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2020-10-04,3,C,1,0,0,1,1,3,3,5,7,9,5,13,9,9,8,11,8,13,7,7,13,7,7,6,153,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1206,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,2,1,0,0,0,11,EISENBORN,CR119,Staffelstein <-> Eisenborn deux sens ,Staffelstein,Eisenborn,81117.0,83990.0
1207,2020-10-04,3,C,1,0,0,0,0,1,3,4,5,5,6,6,9,7,5,6,7,5,7,8,4,7,2,2,100,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0
1208,2020-10-04,3,C,1,0,0,0,0,1,3,4,5,5,6,6,9,7,5,6,7,5,7,8,4,7,2,2,100,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0
1209,2020-10-04,3,C,1,0,0,0,1,2,2,2,6,4,2,8,6,3,5,3,3,6,5,2,6,4,7,5,83,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0
1210,2020-10-04,3,C,1,0,1,0,1,2,1,1,7,4,5,11,10,7,10,6,7,12,11,3,7,6,6,5,124,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0
1211,2020-10-04,3,C,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,8,1,2,1,1,0,0,0,0,18,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0
1223,2020-10-04,3,C,1,1,0,0,0,3,6,6,5,5,4,10,5,5,3,5,5,14,4,5,2,7,3,2,101,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2020-10-04,3,C,0,1,0,0,0,0,1,0,2,1,1,0,1,1,0,0,1,2,1,2,0,0,0,2,16,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2020-10-04,3,C,2,0,8,4,0,1,4,8,6,4,6,3,4,2,6,3,5,3,6,3,4,2,4,0,88,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9
1231,2020-10-04,3,C,1,0,1,1,1,1,4,5,4,6,4,5,7,7,3,4,7,3,4,5,3,4,6,3,89,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69
1232,2020-10-04,3,C,0,1,1,3,0,1,6,6,7,8,10,5,7,6,8,6,5,8,8,4,3,4,3,1,111,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2020-10-04,3,C,3,0,0,1,0,1,2,3,4,4,1,4,3,2,4,3,3,2,3,2,1,2,1,0,49,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1300,2020-10-04,3,C,2,2,3,2,2,2,2,6,8,3,3,7,5,8,7,5,6,7,4,4,4,4,6,2,104,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0
1314,2020-10-04,3,C,1,0,0,0,0,3,3,2,3,2,3,5,3,3,4,2,4,7,5,3,3,3,4,0,63,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1410,2020-10-04,3,C,112,64,56,57,37,79,54,162,89,114,125,145,183,118,117,131,369,482,161,286,156,186,256,144,3683,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1414,2020-10-04,3,C,244,141,73,62,60,186,175,138,281,334,486,563,471,423,296,365,803,1067,778,488,323,282,267,151,8457,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1430,2020-10-04,3,C,26,16,16,24,23,17,18,19,27,28,25,28,35,28,29,20,28,35,34,20,34,32,66,39,667,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73
1432,2020-10-04,3,C,30,23,20,28,23,19,15,26,32,44,48,67,51,84,108,69,51,54,46,35,47,35,80,54,1089,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1433,2020-10-04,3,C,25,20,22,16,19,21,15,23,23,30,24,26,31,28,24,26,32,29,29,13,25,39,64,39,643,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62
1441,2020-10-04,3,C,9,5,5,3,4,9,6,11,5,13,17,17,50,13,30,61,49,40,32,11,12,11,14,12,439,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2020-10-04,3,C,18,12,4,11,4,23,17,13,20,21,20,22,27,24,31,24,38,27,32,19,23,28,69,36,563,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1483,2020-10-04,3,C,8,2,3,5,30,2,2,10,8,4,4,6,10,3,6,37,5,94,158,5,5,4,5,3,419,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0
1486,2020-10-04,3,C,10,4,5,8,6,4,7,14,14,16,14,18,26,13,22,13,82,373,127,17,15,12,9,12,841,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42
1487,2020-10-04,3,C,2,1,2,5,4,1,2,7,5,6,6,5,5,11,5,9,2,6,6,9,4,4,3,4,114,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
17563,2020-10-04,3,C,4,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,12,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2020-10-05,3,C,2,4,6,9,15,53,68,73,66,56,78,61,67,69,49,64,71,59,54,22,17,17,11,5,996,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2020-10-05,3,C,2,2,0,3,5,8,29,38,26,35,35,30,31,36,38,43,21,17,13,8,6,7,7,3,443,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2020-10-05,3,C,0,6,3,2,7,17,40,27,32,41,43,29,32,29,28,31,24,15,17,9,4,4,2,0,442,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2020-10-05,3,C,0,0,1,0,1,4,8,7,8,7,4,6,7,3,7,10,7,4,3,3,2,0,1,0,93,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2020-10-05,3,C,2,1,0,2,4,10,10,23,18,22,14,11,19,20,13,16,8,7,13,8,2,2,7,7,239,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2020-10-05,3,C,0,0,0,0,0,0,5,4,4,7,7,3,1,3,3,4,7,0,5,0,0,0,0,0,53,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
16,2020-10-05,3,C,0,0,0,0,4,4,18,12,12,7,6,7,8,8,4,7,7,6,12,7,5,3,6,1,144,ESCH-ALZETTE Frontière,N4,France <-> Esch/Alzette deux sens ,France,Esch/Alzette,65661.805,61457.156
18,2020-10-05,3,C,16,22,14,29,36,71,41,35,64,96,99,113,87,123,116,114,107,92,63,53,71,40,30,28,1560,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2020-10-05,3,C,0,1,1,0,1,3,14,13,13,19,11,8,10,14,11,18,9,1,3,3,1,1,0,0,155,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2020-10-05,3,C,3,0,1,6,11,17,42,68,57,49,50,41,44,42,36,44,42,20,17,16,9,6,6,8,635,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2020-10-05,3,C,1,1,0,1,1,6,17,17,34,39,17,19,19,21,16,24,17,19,16,14,6,7,3,4,319,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2020-10-05,3,C,0,0,1,0,3,18,79,40,39,19,14,9,13,15,16,10,9,14,11,5,5,2,5,2,329,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2020-10-05,3,C,11,6,18,13,44,81,124,146,219,224,190,225,152,175,181,151,137,101,71,51,29,26,15,24,2414,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2020-10-05,3,C,0,0,0,0,0,3,5,7,8,6,4,8,5,6,7,5,6,3,0,0,0,0,0,0,73,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2020-10-05,3,C,3,3,3,5,5,11,42,36,29,39,42,45,40,34,35,25,26,21,14,9,10,4,5,2,488,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2020-10-05,3,C,0,3,0,2,3,12,23,34,51,34,43,28,28,41,42,33,34,23,14,11,8,7,5,1,480,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
58,2020-10-05,3,C,0,0,0,0,0,6,4,16,18,18,17,7,17,14,17,10,5,9,6,7,2,3,2,2,180,FRISANGE,N3,Frisange <-> France deux sens ,Frisange,France,81808.0,63523.0
202,2020-10-05,3,C,0,0,2,0,0,5,16,39,37,38,34,31,23,29,44,44,34,22,14,11,5,2,2,1,433,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.0,82759.0
203,2020-10-05,3,C,2,0,0,0,2,4,13,25,24,29,21,17,14,17,21,30,28,16,14,10,10,3,3,1,304,QUATRE-VENTS,N12,Kopstal <-> Quatre-Vents deux sens ,Kopstal,Quatre-Vents,71158.0,82433.0
304,2020-10-05,3,C,9,3,2,2,10,23,63,67,98,95,83,84,52,63,77,73,68,37,26,19,15,11,8,8,996,SPRINKANGE,N5,Schouweiler <-> Dippach deux sens ,Schouweiler,Dippach,65600.78,72448.55
326,2020-10-05,3,C,0,1,1,2,2,11,30,48,43,42,47,49,30,48,42,40,38,26,25,13,14,9,7,7,575,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.0,64695.0
327,2020-10-05,3,C,1,1,2,2,4,6,20,35,29,33,32,29,22,39,41,46,75,27,16,6,1,2,2,3,474,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.0,63437.0
328,2020-10-05,3,C,5,12,10,11,21,25,66,70,83,60,70,71,54,70,70,73,72,34,27,15,14,5,5,8,951,HELLANGE,N13B,Rond-point Hellange <-> A13 deux sens ,Rond-point Hellange,A13,77423.0,63289.0
390,2020-10-05,3,C,0,0,0,0,0,3,17,32,26,27,26,19,15,16,16,19,25,16,17,12,6,5,5,4,306,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
400,2020-10-05,3,C,4,1,0,1,7,31,54,87,80,80,64,62,50,55,57,67,63,54,42,29,28,19,15,14,964,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78434.0,74849.0
401,2020-10-05,3,C,3,0,0,0,4,13,25,82,68,65,52,46,44,58,59,45,38,32,19,15,15,10,10,5,708,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77717.0,82009.0
403,2020-10-05,3,C,1,0,0,2,1,8,14,36,32,52,40,44,37,52,35,36,24,14,9,6,6,7,7,3,466,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78558.0,78125.0
405,2020-10-05,3,C,1,0,1,0,1,7,23,36,33,33,27,29,24,22,31,26,40,17,20,17,14,6,8,6,422,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2020-10-05,3,C,0,4,2,2,4,10,18,50,51,50,56,38,34,42,41,42,48,22,21,4,2,0,4,2,547,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
407,2020-10-05,3,C,9,2,1,2,8,21,41,64,62,60,50,46,42,41,57,51,43,31,29,21,14,15,10,11,731,HELFENT,N5,Dippach <-> Luxembourg deux sens ,Dippach,Luxembourg,72102.234,73862.96
413,2020-10-05,3,C,1,0,1,7,13,27,46,84,46,46,54,43,35,42,55,41,36,38,24,21,17,11,11,9,708,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
414,2020-10-05,3,C,2,3,2,2,3,18,41,59,76,70,75,46,50,56,69,67,52,35,23,13,9,7,6,4,788,KEHLEN,CR102,Kehlen <-> Quatre-Vents deux sens ,Kehlen,Quatre-Vents,70521.94,81870.375
415,2020-10-05,3,C,0,0,0,0,0,3,17,34,45,39,40,30,24,36,43,33,16,11,5,2,3,2,0,2,385,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75254.0,79109.0
416,2020-10-05,3,C,1,0,0,0,0,10,35,72,57,70,72,62,39,56,64,42,30,13,10,6,8,2,2,4,655,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2020-10-05,3,C,1,3,1,2,3,5,9,34,43,41,42,27,34,28,31,33,40,21,12,2,2,1,2,1,418,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73021.0,84742.0
419,2020-10-05,3,C,0,0,1,0,0,1,12,20,23,9,8,10,2,6,15,6,7,7,3,1,0,1,1,1,134,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2020-10-05,3,C,1,0,0,6,6,6,30,48,53,34,31,28,26,31,40,37,24,15,5,3,2,0,1,2,429,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
421,2020-10-05,3,C,1,0,0,0,0,1,6,3,5,4,3,2,1,3,1,3,7,2,2,0,1,1,0,0,46,KOPSTAL,CR101,Kopstal <-> Mamer deux sens ,Kopstal,Mamer,72678.195,80365.27
422,2020-10-05,3,C,0,0,0,0,1,1,6,13,7,10,11,15,5,6,6,13,11,2,4,1,1,1,1,0,115,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2020-10-05,3,C,0,0,1,0,1,5,20,27,40,35,32,26,22,47,48,34,26,23,6,4,2,1,0,3,403,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2020-10-05,3,C,0,0,0,0,1,0,0,2,5,6,3,4,5,3,6,1,4,1,1,1,0,0,0,0,43,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2020-10-05,3,C,1,1,0,0,5,14,25,50,41,55,48,49,41,37,48,27,36,20,18,8,11,8,8,6,557,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2020-10-05,3,C,1,0,0,0,5,14,26,40,36,39,25,33,21,29,29,28,19,21,19,19,15,12,10,9,450,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84038.0,79207.0
432,2020-10-05,3,C,0,0,0,0,0,0,6,5,10,9,3,7,1,3,3,1,2,2,0,0,0,2,1,1,56,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,83141.0,75772.0
433,2020-10-05,3,C,2,3,2,3,17,37,46,76,88,92,110,90,57,85,85,89,55,45,28,28,13,8,6,9,1074,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016
446,2020-10-05,3,C,1,0,0,1,8,19,47,69,71,49,66,49,47,60,82,67,48,48,33,22,14,14,12,9,836,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2020-10-05,3,C,0,0,1,1,4,11,22,33,37,30,29,31,30,41,40,32,36,20,17,9,8,5,5,2,444,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
450,2020-10-05,3,C,2,0,0,0,8,11,34,41,44,51,61,55,46,54,50,54,33,24,16,14,12,8,4,1,623,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2
452,2020-10-05,3,C,0,0,0,1,1,12,24,38,55,52,61,50,36,42,68,43,32,14,9,5,2,4,0,1,550,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
454,2020-10-05,3,C,6,8,4,17,14,51,125,120,149,130,144,152,109,160,167,149,143,96,53,39,21,22,17,5,1901,FRIDHAFF,N7,Hoscheid <-> Fridhaff deux sens ,Hoscheid,Fridhaff,77637.0,106186.0
